HGNC ID	Approved symbol	Previous symbols	Alias symbols	Ensembl gene ID	Locus group
HGNC:23182	PRPF19P1	PRP19P, PRPF19P	HsT1682	ENSG00000264685	pseudogene
HGNC:15446	PRPF31	RP11	NY-BR-99, PRP31, hPrp31, SNRNP61	ENSG00000105618	protein-coding gene
HGNC:40700	PRPF31-AS1			ENSG00000237017	non-coding RNA
HGNC:25930	PRPF38A		FLJ14936, Prp38	ENSG00000134748	protein-coding gene
HGNC:44692	PRPF38AP1			ENSG00000225053	pseudogene
HGNC:44693	PRPF38AP2			ENSG00000236582	pseudogene
HGNC:25512	PRPF38B		FLJ10330, NET1	ENSG00000134186	protein-coding gene
HGNC:20314	PRPF39		FLJ20666, FLJ11128	ENSG00000185246	protein-coding gene
HGNC:55576	PRPF39-DT			ENSG00000249163	non-coding RNA
HGNC:16463	PRPF40A	FNBP3	FLJ20585, FBP11, HYPA, NY-REN-6, HIP10, FBP-11, FLAF1, Prp40	ENSG00000196504	protein-coding gene
HGNC:25031	PRPF40B		HYPC	ENSG00000110844	protein-coding gene
HGNC:9461	PRPH	NEF4	PRPH1	ENSG00000135406	protein-coding gene
HGNC:9942	PRPH2	RP7, RDS	TSPAN22, rd2, CACD2	ENSG00000112619	protein-coding gene
HGNC:9462	PRPS1	DFN2	CMTX5, DFNX1, PRS-I, PPRibP	ENSG00000147224	protein-coding gene
HGNC:9463	PRPS1L1	PRPSL	PRPS3	ENSG00000229937	protein-coding gene
HGNC:39427	PRPS1P1			ENSG00000226847	pseudogene
HGNC:9464	PRPS1P2	PRPS1L2		ENSG00000232630	pseudogene
HGNC:9465	PRPS2			ENSG00000101911	protein-coding gene
HGNC:9466	PRPSAP1		PAP39	ENSG00000161542	protein-coding gene
HGNC:9467	PRPSAP2		PAP41	ENSG00000141127	protein-coding gene
HGNC:21149	PRR3		CAT56, Em:AB014077.1, Em:AB023052.2	ENSG00000204576	protein-coding gene
HGNC:56391	PRR3P1			ENSG00000223398	pseudogene
HGNC:18020	PRR4	PROL4	LPRP	ENSG00000111215	protein-coding gene
HGNC:31682	PRR5		PP610, FLJ20185k, Protor-1., PROTOR1	ENSG00000186654	protein-coding gene
HGNC:34512	PRR5-ARHGAP8			ENSG00000248405	other
HGNC:25878	PRR5L		FLJ14213, PROTOR-2	ENSG00000135362	protein-coding gene
HGNC:28130	PRR7		MGC10772	ENSG00000131188	protein-coding gene
HGNC:27961	PRR7-AS1			ENSG00000246334	non-coding RNA
HGNC:32057	PRR9			ENSG00000203783	protein-coding gene
HGNC:25619	PRR11		FLJ11029	ENSG00000068489	protein-coding gene
HGNC:56242	PRR11-AS1		AC099850.3, AC099850.4, lnc-SKA2-1, CTD-2510F5.4	ENSG00000265415	non-coding RNA
HGNC:56930	PRR11P1			ENSG00000271162	pseudogene
HGNC:29217	PRR12	KIAA1205		ENSG00000126464	protein-coding gene
HGNC:24528	PRR13		FLJ23818, DKFZP564J157	ENSG00000205352	protein-coding gene
HGNC:50614	PRR13P1			ENSG00000232824	pseudogene
HGNC:50615	PRR13P2			ENSG00000254884	pseudogene
HGNC:50616	PRR13P3			ENSG00000271412	pseudogene
HGNC:50617	PRR13P4			ENSG00000264971	pseudogene
HGNC:50618	PRR13P5			ENSG00000187534	pseudogene
HGNC:50619	PRR13P6				pseudogene
HGNC:50620	PRR13P7			ENSG00000271202	pseudogene
HGNC:28458	PRR14		MGC3121	ENSG00000156858	protein-coding gene
HGNC:28738	PRR14L	C22orf30	MGC50372	ENSG00000183530	protein-coding gene
HGNC:22310	PRR15			ENSG00000176532	protein-coding gene
HGNC:55866	PRR15-DT		AC007255.8	ENSG00000223813	non-coding RNA
HGNC:28149	PRR15L	ATAD4	MGC11242	ENSG00000167183	protein-coding gene
HGNC:29654	PRR16		DSC54	ENSG00000184838	protein-coding gene
HGNC:28574	PRR18		MGC35308	ENSG00000176381	protein-coding gene
HGNC:33728	PRR19		MGC70924	ENSG00000188368	protein-coding gene
HGNC:24754	PRR20A	PRR20	FLJ40296	ENSG00000204919	protein-coding gene
HGNC:37220	PRR20B			ENSG00000204918	protein-coding gene
HGNC:37221	PRR20C			ENSG00000229665	protein-coding gene
HGNC:37222	PRR20D			ENSG00000227151	protein-coding gene
HGNC:37223	PRR20E			ENSG00000234278	protein-coding gene
HGNC:49097	PRR20FP		PRR20F	ENSG00000271140	pseudogene
HGNC:53837	PRR20G			ENSG00000239620	protein-coding gene
HGNC:33866	PRR21				other
HGNC:28354	PRR22		MGC24975	ENSG00000212123	protein-coding gene
HGNC:37172	PRR23A			ENSG00000206260	protein-coding gene
HGNC:33764	PRR23B		FLJ46116	ENSG00000184814	protein-coding gene
HGNC:37173	PRR23C		FLJ46210	ENSG00000233701	protein-coding gene
HGNC:49420	PRR23D1			ENSG00000255251	protein-coding gene
HGNC:49396	PRR23D2			ENSG00000255378	protein-coding gene
HGNC:54637	PRR23D3P			ENSG00000254776	pseudogene
HGNC:32481	PRR23E	C3orf56	FLJ40141	ENSG00000214324	protein-coding gene
HGNC:56316	PRR23E2P			ENSG00000243016	pseudogene
HGNC:37230	PRR25		gs64		other
HGNC:33193	PRR27	C4orf40		ENSG00000187533	protein-coding gene
HGNC:25673	PRR29	C17orf72	FLJ11724, DKFZp761M2312	ENSG00000224383	protein-coding gene
HGNC:51822	PRR29-AS1			ENSG00000264954	non-coding RNA
HGNC:28677	PRR30	C2orf53	MGC44505	ENSG00000186143	protein-coding gene
HGNC:34498	PRR32	CXorf64		ENSG00000183631	protein-coding gene
HGNC:35118	PRR33	C11orf89	LOC728008	ENSG00000283787	protein-coding gene
HGNC:25606	PRR34	C22orf26	FLJ10945	ENSG00000182257	non-coding RNA
HGNC:14139	PRR35	C16orf11		ENSG00000161992	protein-coding gene
HGNC:26172	PRR36			ENSG00000183248	protein-coding gene
HGNC:28164	PRRC1		FLJ32875	ENSG00000164244	protein-coding gene
HGNC:13918	PRRC2A	BAT2	G2, D6S51E	ENSG00000204469	protein-coding gene
HGNC:28121	PRRC2B	KIAA0515, BAT2L, BAT2L1	MGC10526, LQFBS-1	ENSG00000288701	protein-coding gene
HGNC:24903	PRRC2C	BAT2D1, BAT2L2	KIAA1096, XTP2	ENSG00000117523	protein-coding gene
HGNC:23949	PRRC2CP1	BAT2L2P1	BAT2D1P1	ENSG00000216777	pseudogene
HGNC:9469	PRRG1		PRGP1	ENSG00000130962	protein-coding gene
HGNC:9470	PRRG2		PRGP2	ENSG00000126460	protein-coding gene
HGNC:30798	PRRG3		TMG3	ENSG00000130032	protein-coding gene
HGNC:30799	PRRG4		TMG4	ENSG00000135378	protein-coding gene
HGNC:13943	PRRT1	C6orf31	NG5, IFITMD7, DSPD1, SynDIG4	ENSG00000204314	protein-coding gene
HGNC:53642	PRRT1B		IFITMD8, DSPD2	ENSG00000283526	protein-coding gene
HGNC:30500	PRRT2	ICCA, DYT10	FLJ25513, DKFZp547J199, IFITMD1, FICCA, DSPB3, PKC, EKD1	ENSG00000167371	protein-coding gene
HGNC:26591	PRRT3		FLJ33674	ENSG00000163704	protein-coding gene
HGNC:41151	PRRT3-AS1			ENSG00000230082	non-coding RNA
HGNC:37280	PRRT4			ENSG00000224940	protein-coding gene
HGNC:9142	PRRX1	PMX1	PHOX1	ENSG00000116132	protein-coding gene
HGNC:21338	PRRX2		PRX2, PMX2	ENSG00000167157	protein-coding gene
HGNC:50684	PRRX2-AS1			ENSG00000236024	non-coding RNA
HGNC:9475	PRSS1	TRY1		ENSG00000204983	protein-coding gene
HGNC:9483	PRSS2		TRY2	ENSG00000275896	protein-coding gene
HGNC:9486	PRSS3	PRSS4	TRY3, TRY4	ENSG00000010438	protein-coding gene
HGNC:43787	PRSS3P1		TRY5	ENSG00000250591	pseudogene
HGNC:43788	PRSS3P2		TRY6	ENSG00000282667	pseudogene
HGNC:43790	PRSS3P3		TRY3	ENSG00000277083	pseudogene
HGNC:43789	PRSS3P4			ENSG00000204982	pseudogene
HGNC:51828	PRSS3P5		TRY7	ENSG00000282565	pseudogene
HGNC:9491	PRSS8		CAP1	ENSG00000052344	protein-coding gene
HGNC:9477	PRSS12		BSSP-3, MRT1	ENSG00000164099	protein-coding gene
HGNC:9480	PRSS16		TSSP	ENSG00000112812	protein-coding gene
HGNC:9485	PRSS21		ESP-1, TEST1	ENSG00000007038	protein-coding gene
HGNC:14368	PRSS22		hBSSP-4, BSSP-4, SP001LA	ENSG00000005001	protein-coding gene
HGNC:14370	PRSS23		SPUVE, SIG13	ENSG00000150687	protein-coding gene
HGNC:56071	PRSS23-AS1			ENSG00000255471	non-coding RNA
HGNC:15475	PRSS27		MPN, CAPH2	ENSG00000172382	protein-coding gene
HGNC:17542	PRSS29P		Isp2	ENSG00000196364	pseudogene
HGNC:28753	PRSS30P	TMPRSS8, TMPRSS8P	Disp, MGC5228	ENSG00000172460	pseudogene
HGNC:30405	PRSS33		EOS	ENSG00000103355	protein-coding gene
HGNC:21387	PRSS35	C6orf158	MGC46520, dJ223E3.1	ENSG00000146250	protein-coding gene
HGNC:26906	PRSS36		FLJ90661	ENSG00000178226	protein-coding gene
HGNC:29211	PRSS37			ENSG00000165076	protein-coding gene
HGNC:29625	PRSS38		MPN2	ENSG00000185888	protein-coding gene
HGNC:37319	PRSS40A		PRSS40AP, TISP43	ENSG00000183292	pseudogene
HGNC:27164	PRSS40B		PRSS40BP	ENSG00000184761	pseudogene
HGNC:30715	PRSS41		TESSP1	ENSG00000215148	protein-coding gene
HGNC:30716	PRSS42P	PRSS42	TESSP2	ENSG00000178055	pseudogene
HGNC:37323	PRSS43P	PRSS43	TESSP3	ENSG00000286651	pseudogene
HGNC:37324	PRSS44P	PRSS44	TESSP4	ENSG00000226074	pseudogene
HGNC:30717	PRSS45P	PRSS45	TESSP5, TESPL	ENSG00000188086	pseudogene
HGNC:37325	PRSS46P	PRSS46	TESSP6	ENSG00000261603	pseudogene
HGNC:37326	PRSS47P	PRSS47		ENSG00000276717	pseudogene
HGNC:24635	PRSS48		ESSPL	ENSG00000189099	protein-coding gene
HGNC:17910	PRSS50		TSP50, CT20	ENSG00000283706	protein-coding gene
HGNC:37321	PRSS51			ENSG00000253649	protein-coding gene
HGNC:37322	PRSS52P			ENSG00000285237	pseudogene
HGNC:34407	PRSS53		POL3S	ENSG00000151006	protein-coding gene
HGNC:26336	PRSS54		FLJ25339, KLKBL4, CT67	ENSG00000103023	protein-coding gene
HGNC:30824	PRSS55		T-SP1, UNQ9391, CT153	ENSG00000184647	protein-coding gene
HGNC:39433	PRSS56			ENSG00000237412	protein-coding gene
HGNC:31397	PRSS57	PRSSL1	UNQ782	ENSG00000185198	protein-coding gene
HGNC:39125	PRSS58		TRYX3	ENSG00000258223	protein-coding gene
HGNC:43791	PRSS59P		TRY2P, Tryx5	ENSG00000186163	pseudogene
HGNC:23333	PRTFDC1		HHGP	ENSG00000099256	protein-coding gene
HGNC:26373	PRTG		FLJ25756, IGDCC5	ENSG00000166450	protein-coding gene
HGNC:9495	PRTN3		PR-3, ACPA, C-ANCA, AGP7, MBT, P29	ENSG00000196415	protein-coding gene
HGNC:13420	PRUNE1	PRUNE	DRES-17, HTCD37, H-PRUNE	ENSG00000143363	protein-coding gene
HGNC:39723	PRUNE1P1	PRUNEP1		ENSG00000234706	pseudogene
HGNC:25209	PRUNE2	C9orf65, KIAA0367	BMCC1, BNIPXL, A214N16.3, bA214N16.3	ENSG00000106772	protein-coding gene
HGNC:13797	PRX		KIAA1620	ENSG00000105227	protein-coding gene
HGNC:28651	PRXL2A	C10orf58, FAM213A	MGC4248, PAMM, Adrx	ENSG00000122378	protein-coding gene
HGNC:52407	PRXL2AP1	FAM213AP1		ENSG00000257220	pseudogene
HGNC:52408	PRXL2AP2	FAM213AP2		ENSG00000254213	pseudogene
HGNC:28390	PRXL2B	C1orf93, FAM213B	MGC26818	ENSG00000157870	protein-coding gene
HGNC:16881	PRXL2C	C9orf21, AAED1		ENSG00000158122	protein-coding gene
HGNC:54977	PRXL2CP1			ENSG00000237963	pseudogene
HGNC:14024	PRY		PTPN13LY, PRY1	ENSG00000169789	protein-coding gene
HGNC:21504	PRY2		PTPN13LY2	ENSG00000169807	protein-coding gene
HGNC:34018	PRYP1	PRYP7, PRY4P		ENSG00000224166	pseudogene
HGNC:34019	PRYP2			ENSG00000231311	pseudogene
HGNC:34020	PRYP3			ENSG00000169763	pseudogene
HGNC:34021	PRYP4			ENSG00000172283	pseudogene
HGNC:38785	PRYP5			ENSG00000233546	pseudogene
HGNC:38786	PRYP6			ENSG00000248573	pseudogene
HGNC:9498	PSAP	SAP1, GLBA, SAP2		ENSG00000197746	protein-coding gene
HGNC:33131	PSAPL1			ENSG00000178597	protein-coding gene
HGNC:19129	PSAT1		PSA, PSAT	ENSG00000135069	protein-coding gene
HGNC:15785	PSAT1P1	C8orf62		ENSG00000253810	pseudogene
HGNC:43988	PSAT1P2			ENSG00000232144	pseudogene
HGNC:43989	PSAT1P3			ENSG00000230787	pseudogene
HGNC:43990	PSAT1P4			ENSG00000224962	pseudogene
HGNC:9500	PSCA		lncPSCA	ENSG00000167653	protein-coding gene
HGNC:9507	PSD		KIAA2011, TYL, PSD1, EFA6A, EFA6	ENSG00000059915	protein-coding gene
HGNC:19092	PSD2		DKFZp761B0514, EFA6C	ENSG00000146005	protein-coding gene
HGNC:52765	PSD2-AS1			ENSG00000249131	non-coding RNA
HGNC:19093	PSD3		KIAA0942, HCA67, EFA6R, DKFZp761K1423, EFA6D	ENSG00000156011	protein-coding gene
HGNC:58211	PSD3-AS1			ENSG00000187229	non-coding RNA
HGNC:19096	PSD4		TIC, EFA6B	ENSG00000125637	protein-coding gene
HGNC:9508	PSEN1	AD3	FAD, S182, PS1, PS-1, PSNL1	ENSG00000080815	protein-coding gene
HGNC:9509	PSEN2	AD4	AD3L, STM2, PS2, PS-2, E5-1	ENSG00000143801	protein-coding gene
HGNC:30100	PSENEN		PEN2	ENSG00000205155	protein-coding gene
HGNC:9514	PSG1	PSBG1	PSGGA, CD66f, PBG1	ENSG00000231924	protein-coding gene
HGNC:9519	PSG2	PSBG2	PSGGB, PSG1, CEA	ENSG00000242221	protein-coding gene
HGNC:9520	PSG3			ENSG00000221826	protein-coding gene
HGNC:9521	PSG4			ENSG00000243137	protein-coding gene
HGNC:9522	PSG5		FL-NCA-3, PSG	ENSG00000204941	protein-coding gene
HGNC:9523	PSG6			ENSG00000170848	protein-coding gene
HGNC:9524	PSG7			ENSG00000221878	protein-coding gene
HGNC:9525	PSG8			ENSG00000124467	protein-coding gene
HGNC:52550	PSG8-AS1			ENSG00000225877	non-coding RNA
HGNC:9526	PSG9	PSG11	PSGII	ENSG00000183668	protein-coding gene
HGNC:9515	PSG10P	PSG12, PSG10		ENSG00000248257	pseudogene
HGNC:9516	PSG11	PSG13, PSG14	MGC22484	ENSG00000243130	protein-coding gene
HGNC:56358	PSG11-AS1		AC004784.1, CTC-490G23.6	ENSG00000282943	non-coding RNA
HGNC:9527	PSIP1	PSIP2	p52, LEDGF, p75, DFS70	ENSG00000164985	protein-coding gene
HGNC:31132	PSIP1P1	PSIP1P		ENSG00000234297	pseudogene
HGNC:23968	PSIP1P2				pseudogene
HGNC:9529	PSKH1			ENSG00000159792	protein-coding gene
HGNC:18997	PSKH2			ENSG00000147613	protein-coding gene
HGNC:54405	PSLNR		LA16c-83F12.6	ENSG00000225255	non-coding RNA
HGNC:9530	PSMA1		HC2, NU, PROS30, MGC14542, MGC14575, MGC14751, MGC1667, MGC21459, MGC22853, MGC23915	ENSG00000129084	protein-coding gene
HGNC:55003	PSMA1P1			ENSG00000225715	pseudogene
HGNC:9531	PSMA2		MU, HC3, PMSA2	ENSG00000106588	protein-coding gene
HGNC:43832	PSMA2P1			ENSG00000254582	pseudogene
HGNC:43833	PSMA2P2			ENSG00000251234	pseudogene
HGNC:43834	PSMA2P3		PSMA2L	ENSG00000227890	pseudogene
HGNC:9532	PSMA3		HC8	ENSG00000100567	protein-coding gene
HGNC:26445	PSMA3-AS1		FLJ31306	ENSG00000257621	non-coding RNA
HGNC:20029	PSMA3P1	PSMA3P		ENSG00000258563	pseudogene
HGNC:9533	PSMA4		HC9, HsT17706	ENSG00000041357	protein-coding gene
HGNC:9534	PSMA5		ZETA	ENSG00000143106	protein-coding gene
HGNC:54966	PSMA5P1			ENSG00000235136	pseudogene
HGNC:9535	PSMA6		IOTA, PROS27, p27K, MGC22756, MGC2333, MGC23846	ENSG00000100902	protein-coding gene
HGNC:17460	PSMA6P1	PSMA6P	PSMA6-LIKE, PSMA6Y	ENSG00000215414	pseudogene
HGNC:39607	PSMA6P2			ENSG00000229083	pseudogene
HGNC:39608	PSMA6P3			ENSG00000233767	pseudogene
HGNC:39609	PSMA6P4			ENSG00000271625	pseudogene
HGNC:9536	PSMA7		XAPC7, C6, HSPC, RC6-1	ENSG00000101182	protein-coding gene
HGNC:20631	PSMA7P1	PSMA7P			pseudogene
HGNC:22985	PSMA8		MGC26605, PSMA7L	ENSG00000154611	protein-coding gene
HGNC:9537	PSMB1		PMSB1, HC5	ENSG00000008018	protein-coding gene
HGNC:9539	PSMB2		HC7-I	ENSG00000126067	protein-coding gene
HGNC:9540	PSMB3		HC10-II, MGC4147	ENSG00000277791	protein-coding gene
HGNC:20633	PSMB3P1	PSMB3P		ENSG00000258907	pseudogene
HGNC:30150	PSMB3P2			ENSG00000235444	pseudogene
HGNC:9541	PSMB4		HN3, PROS26	ENSG00000159377	protein-coding gene
HGNC:9542	PSMB5		MB1	ENSG00000100804	protein-coding gene
HGNC:9543	PSMB6		Y, DELTA	ENSG00000142507	protein-coding gene
HGNC:9544	PSMB7		Z	ENSG00000136930	protein-coding gene
HGNC:49192	PSMB7P1			ENSG00000259074	pseudogene
HGNC:9545	PSMB8	LMP7	RING10, D6S216E, PSMB5i, beta5i	ENSG00000204264	protein-coding gene
HGNC:39758	PSMB8-AS1	TAPSAR1	XXbac-BPG246D15.8, TAP1-AS1	ENSG00000204261	non-coding RNA
HGNC:9546	PSMB9	LMP2	RING12, beta1i, PSMB6i	ENSG00000240065	protein-coding gene
HGNC:9538	PSMB10	MECL1	LMP10, MGC1665, beta2i	ENSG00000205220	protein-coding gene
HGNC:31963	PSMB11		beta5t	ENSG00000222028	protein-coding gene
HGNC:9547	PSMC1		S4, p56, RPT2	ENSG00000100764	protein-coding gene
HGNC:30147	PSMC1P1	PSMC1P	bcm3415	ENSG00000241506	pseudogene
HGNC:39777	PSMC1P2			ENSG00000213781	pseudogene
HGNC:39778	PSMC1P3			ENSG00000231244	pseudogene
HGNC:39779	PSMC1P4			ENSG00000248781	pseudogene
HGNC:39780	PSMC1P5			ENSG00000250273	pseudogene
HGNC:39781	PSMC1P6			ENSG00000240255	pseudogene
HGNC:39782	PSMC1P7			ENSG00000243838	pseudogene
HGNC:39783	PSMC1P8			ENSG00000256896	pseudogene
HGNC:39784	PSMC1P9			ENSG00000255993	pseudogene
HGNC:39785	PSMC1P10			ENSG00000236348	pseudogene
HGNC:39786	PSMC1P11			ENSG00000217385	pseudogene
HGNC:39787	PSMC1P12			ENSG00000226126	pseudogene
HGNC:39788	PSMC1P13			ENSG00000232314	pseudogene
HGNC:9548	PSMC2		MSS1, S7, Nbla10058, RPT1	ENSG00000161057	protein-coding gene
HGNC:54571	PSMC2P1			ENSG00000240854	pseudogene
HGNC:54573	PSMC2P2			ENSG00000253137	pseudogene
HGNC:9549	PSMC3		TBP1, TBP-1, RPT5	ENSG00000165916	protein-coding gene
HGNC:17928	PSMC3IP		TBPIP, GT198, HUMGT198A, Hop2	ENSG00000131470	protein-coding gene
HGNC:9550	PSMC3P1	PSMC3P		ENSG00000236680	pseudogene
HGNC:9551	PSMC4	MIP224	TBP7, S6, MGC8570, MGC13687, MGC23214, TBP-7, RPT3	ENSG00000013275	protein-coding gene
HGNC:9552	PSMC5		SUG1, p45/SUG, TBP10, p45, S8, TRIP1, SUG-1, RPT6	ENSG00000087191	protein-coding gene
HGNC:9553	PSMC6		p42, RPT5	ENSG00000100519	protein-coding gene
HGNC:20634	PSMC6P1	PSMC6P			pseudogene
HGNC:30149	PSMC6P2				pseudogene
HGNC:34012	PSMC6P3				pseudogene
HGNC:9554	PSMD1		S1, P112, Rpn2	ENSG00000173692	protein-coding gene
HGNC:9559	PSMD2		S2, P97, TRAP2, MGC14274, Rpn1	ENSG00000175166	protein-coding gene
HGNC:30154	PSMD2P1				pseudogene
HGNC:9560	PSMD3	TSTA2	S3, P58, Rpn3	ENSG00000108344	protein-coding gene
HGNC:58140	PSMD3-AS1		PR11-387H17.6, RP11-387H17.6	ENSG00000265799	non-coding RNA
HGNC:9561	PSMD4		S5A, AF-1, AF, Rpn10	ENSG00000159352	protein-coding gene
HGNC:9562	PSMD4P1	PSMD4P, PSMD15		ENSG00000223741	pseudogene
HGNC:9563	PSMD5		S5B, KIAA0072	ENSG00000095261	protein-coding gene
HGNC:9564	PSMD6		S10, p44S10, KIAA0107, Rpn7	ENSG00000163636	protein-coding gene
HGNC:40480	PSMD6-AS1		ENST00000462717, lnc00462717	ENSG00000243410	non-coding RNA
HGNC:44125	PSMD6-AS2			ENSG00000239653	non-coding RNA
HGNC:9565	PSMD7		S12, P40, MOV34, Rpn8	ENSG00000103035	protein-coding gene
HGNC:53056	PSMD7-DT			ENSG00000261404	non-coding RNA
HGNC:7202	PSMD7P1	MOV34L, PSMD7L		ENSG00000266707	pseudogene
HGNC:58516	PSMD7P2			ENSG00000232027	pseudogene
HGNC:58517	PSMD7P3			ENSG00000234937	pseudogene
HGNC:58518	PSMD7P4			ENSG00000238061	pseudogene
HGNC:9566	PSMD8		S14, Nin1p, p31, HIP6, HYPF, Rpn12	ENSG00000099341	protein-coding gene
HGNC:34013	PSMD8P1			ENSG00000228264	pseudogene
HGNC:9567	PSMD9		p27, Rpn4	ENSG00000110801	protein-coding gene
HGNC:9555	PSMD10		p28	ENSG00000101843	protein-coding gene
HGNC:16602	PSMD10P1	PSMD10P	dJ914P20.4	ENSG00000228663	pseudogene
HGNC:30151	PSMD10P2			ENSG00000226652	pseudogene
HGNC:30152	PSMD10P3			ENSG00000232041	pseudogene
HGNC:9556	PSMD11		S9, p44.5, MGC3844, Rpn6	ENSG00000108671	protein-coding gene
HGNC:9557	PSMD12		p55, Rpn5	ENSG00000197170	protein-coding gene
HGNC:30153	PSMD12P1	PSMD12P		ENSG00000240135	pseudogene
HGNC:9558	PSMD13		p40.5, Rpn9	ENSG00000185627	protein-coding gene
HGNC:16889	PSMD14		POH1, pad1, Rpn11	ENSG00000115233	protein-coding gene
HGNC:56104	PSMD14-DT		uc.88	ENSG00000235724	non-coding RNA
HGNC:54533	PSMD14P1			ENSG00000227738	pseudogene
HGNC:9568	PSME1		IFI5111, PA28alpha	ENSG00000092010	protein-coding gene
HGNC:9569	PSME2		PA28beta	ENSG00000100911	protein-coding gene
HGNC:20632	PSME2P1	PSME2P		ENSG00000238000	pseudogene
HGNC:30160	PSME2P2			ENSG00000225131	pseudogene
HGNC:30156	PSME2P3			ENSG00000248988	pseudogene
HGNC:30157	PSME2P4			ENSG00000251332	pseudogene
HGNC:30158	PSME2P5			ENSG00000253208	pseudogene
HGNC:30159	PSME2P6			ENSG00000227462	pseudogene
HGNC:9570	PSME3		Ki, PA28-gamma, REG-GAMMA, PA28G	ENSG00000131467	protein-coding gene
HGNC:29856	PSME3IP1	C16orf94, FAM192A	NIP30, PIP30	ENSG00000172775	protein-coding gene
HGNC:37194	PSME3IP1P1	FAM192B, FAM192BP	rcNIP30	ENSG00000231841	pseudogene
HGNC:20635	PSME4		PA200, KIAA0077	ENSG00000068878	protein-coding gene
HGNC:9571	PSMF1		PI31	ENSG00000125818	protein-coding gene
HGNC:3043	PSMG1	DSCR2	c21-LRP, LRPC21, PAC1	ENSG00000183527	protein-coding gene
HGNC:24929	PSMG2	TNFSF5IP1	HCCA3, MDS003, MGC15092, CLAST3, HsT1707, PAC2	ENSG00000128789	protein-coding gene
HGNC:22420	PSMG3	C7orf48	MGC10911, PAC3	ENSG00000157778	protein-coding gene
HGNC:22230	PSMG3-AS1		KIAA1908	ENSG00000230487	non-coding RNA
HGNC:56588	PSMG3P1			ENSG00000241946	pseudogene
HGNC:56593	PSMG3P2			ENSG00000239805	pseudogene
HGNC:21108	PSMG4	C6orf86	PAC4	ENSG00000180822	protein-coding gene
HGNC:17202	PSORS1C1	C6orf16	SEEK1	ENSG00000204540	protein-coding gene
HGNC:17199	PSORS1C2	C6orf17	SPR1	ENSG00000204538	protein-coding gene
HGNC:17203	PSORS1C3		NCRNA00196	ENSG00000204528	non-coding RNA
HGNC:20320	PSPC1		PSP1, FLJ10955	ENSG00000121390	protein-coding gene
HGNC:52951	PSPC1-AS2		RP11-523H24.3	ENSG00000226352	non-coding RNA
HGNC:42033	PSPC1P1			ENSG00000227879	pseudogene
HGNC:42643	PSPC1P2			ENSG00000244615	pseudogene
HGNC:9577	PSPH	PSP		ENSG00000146733	protein-coding gene
HGNC:9578	PSPHP1	PSPHL	CO9	ENSG00000226278	pseudogene
HGNC:9579	PSPN		PSP	ENSG00000125650	protein-coding gene
HGNC:24472	PSRC1		DDA3	ENSG00000134222	protein-coding gene
HGNC:28578	PSTK	C10orf89	MGC35392	ENSG00000179988	protein-coding gene
HGNC:9580	PSTPIP1		PSTPIP, CD2BP1L, CD2BP1, CD2BP1S, H-PIP, PAPAS	ENSG00000140368	protein-coding gene
HGNC:9581	PSTPIP2			ENSG00000152229	protein-coding gene
HGNC:9582	PTAFR			ENSG00000169403	protein-coding gene
HGNC:30449	PTAR1			ENSG00000188647	protein-coding gene
HGNC:9583	PTBP1	PTB	HNRPI, HNRNP-I, PTB2, PTB3, PTB-1, PTB4, pPTB	ENSG00000011304	protein-coding gene
HGNC:20030	PTBP1P			ENSG00000259078	pseudogene
HGNC:17662	PTBP2		brPTB, nPTB, PTB, PTBLP	ENSG00000117569	protein-coding gene
HGNC:10253	PTBP3	ROD1	DKFZp781I1117	ENSG00000119314	protein-coding gene
HGNC:22198	PTCD1		KIAA0632	ENSG00000106246	protein-coding gene
HGNC:25734	PTCD2		FLJ12598	ENSG00000049883	protein-coding gene
HGNC:31718	PTCD2P1			ENSG00000258456	pseudogene
HGNC:45168	PTCD2P2			ENSG00000234256	pseudogene
HGNC:24717	PTCD3		FLJ20758, DKFZp666K071, mS39	ENSG00000132300	protein-coding gene
HGNC:9585	PTCH1	NBCCS, PTCH	BCNS, SLC65B1	ENSG00000185920	protein-coding gene
HGNC:9586	PTCH2		SLC65B2	ENSG00000117425	protein-coding gene
HGNC:26392	PTCHD1		SLC65C1, FLJ30296	ENSG00000165186	protein-coding gene
HGNC:37703	PTCHD1-AS	PHEX-AS1	PTCHD1AS1, PTCHD1AS2, DDX53-AS1	ENSG00000233067	non-coding RNA
HGNC:24776	PTCHD3		PTR, SLC65C3, FLJ44037	ENSG00000182077	protein-coding gene
HGNC:44945	PTCHD3P1			ENSG00000274985	pseudogene
HGNC:44946	PTCHD3P2			ENSG00000231550	pseudogene
HGNC:44947	PTCHD3P3			ENSG00000219700	pseudogene
HGNC:21345	PTCHD4	C6orf138	PTCH53, SLC65C2, FLJ41841, dJ402H5.2	ENSG00000244694	protein-coding gene
HGNC:21290	PTCRA		PTA, PT-ALPHA	ENSG00000171611	protein-coding gene
HGNC:37127	PTCSC1	PTCSC	AK023948, NCRNA00197	ENSG00000287736	non-coding RNA
HGNC:44086	PTCSC2			ENSG00000236130	non-coding RNA
HGNC:43959	PTCSC3			ENSG00000259104	non-coding RNA
HGNC:9587	PTDSS1		KIAA0024, PSSA, PSS1	ENSG00000156471	protein-coding gene
HGNC:15463	PTDSS2		PSS2	ENSG00000174915	protein-coding gene
